response_datetime,problem,is_911_call,primary_offense,subject_injury,force_type,force_type_action,race,sex,age,type_resistance,precinct,neighborhood
2018/02/24 23:03:57,Suspicious Person ,No,NARC,Yes,Bodily Force,Body Weight to Pin,White,Male,28.0,Tensed,1,Downtown West
2018/02/25 14:50:55,Property Damage/Hit & Run ,No,NARC,Unknown,Bodily Force,Body Weight to Pin,White,Male,27.0,Tensed,4,Webber - Camden
2018/02/25 14:50:55,Property Damage/Hit & Run ,No,NARC,Unknown,Bodily Force,Body Weight to Pin,White,Male,27.0,Tensed,4,Webber - Camden
2018/02/26 19:33:48,Lost Child ,Yes,ROBBIZ,Yes,Taser,Firing Darts,Black,Male,15.0,Commission of Crime,5,Tangletown
2018/02/26 19:33:48,Lost Child ,Yes,ROBBIZ,Yes,Bodily Force,Body Weight to Pin,Black,Male,15.0,Commission of Crime,5,Tangletown
2018/02/26 19:33:48,Lost Child ,Yes,ROBBIZ,Yes,Bodily Force,Punches,Black,Male,15.0,Commission of Crime,5,Tangletown
2018/02/27 00:51:05,Fight ,Yes,FORCE,No,Bodily Force,Body Weight to Pin,Black,Male,45.0,Tensed,1,Cedar Riverside
2018/02/27 16:15:12,Disturbance ,No,MISC,Unknown,Bodily Force,Joint Lock,Other / Mixed Race,Male,13.0,Tensed,4,Bryn - Mawr
2018/02/27 16:30:23,Suspicious Person ,No,FNARP,Yes,Bodily Force,Body Weight to Pin,White,Male,26.0,Commission of Crime,1,Downtown West
2018/03/01 02:11:32,Emotionally Disturb Person ,Yes,CIC,No,Bodily Force,Body Weight to Pin,,Male,30.0,Tensed,3,Standish
2018/03/01 02:11:32,Emotionally Disturb Person ,Yes,CIC,No,Bodily Force,Conscious Neck Restraint,,Male,30.0,Tensed,3,Standish
2018/03/02 03:36:31,Emotionally Disturb Person ,Yes,CIC,Unknown,Taser,Arcing,Other / Mixed Race,Male,30.0,Verbal Non-Compliance,3,Standish
2018/03/02 05:14:41,Theft ,Yes,THEFT,Unknown,Bodily Force,Body Weight to Pin,Black,Male,39.0,Tensed,5,Windom
2018/03/02 05:14:41,Theft ,Yes,THEFT,Unknown,Bodily Force,Body Weight to Pin,Black,Male,39.0,Tensed,5,Windom
2018/03/02 21:11:09,Suspicious Person ,Yes,BURGTL,Yes,Bodily Force,Punches,White,Male,44.0,Tensed,2,St. Anthony East
2018/03/02 21:11:09,Suspicious Person ,Yes,BURGTL,Yes,Bodily Force,Body Weight to Pin,White,Male,44.0,Tensed,2,St. Anthony East
2018/03/02 21:11:09,Suspicious Person ,Yes,BURGTL,Yes,Bodily Force,Body Weight to Pin,White,Male,44.0,Tensed,2,St. Anthony East
2018/03/02 21:11:09,Suspicious Person ,Yes,BURGTL,Yes,Bodily Force,Knees,White,Male,44.0,Tensed,2,St. Anthony East
2018/03/03 01:48:08,Disturbance ,No,FORCE,Unknown,Chemical Irritant,Personal Mace,Black,Male,25.0,Verbal Non-Compliance,1,Downtown West
2018/03/03 21:07:12,Suspicious Person ,No,OBSTRU,Yes,Bodily Force,Push Away,Black,Male,25.0,Fled on Foot,1,Downtown West
2018/03/03 21:07:12,Suspicious Person ,No,OBSTRU,Yes,Bodily Force,Body Weight to Pin,Black,Male,25.0,Fled on Foot,1,Downtown West
2018/03/03 23:37:48,Motor Vehicle Chase ,No,FLEE,Yes,Police K9 Bite,Off Lead,Black,Male,14.0,Fled in Vehicle,4,Victory
2018/03/04 20:26:58,Attempted Suicide ,Yes,CIC,Unknown,Bodily Force,Body Weight to Pin,White,Female,21.0,Tensed,4,Harrison
2018/03/04 20:26:58,Attempted Suicide ,Yes,CIC,Unknown,Bodily Force,Body Weight to Pin,White,Female,21.0,Tensed,4,Harrison
2018/03/04 20:26:58,Attempted Suicide ,Yes,CIC,Unknown,Bodily Force,Body Weight to Pin,White,Female,21.0,Tensed,4,Harrison
2018/03/05 00:35:20,Disturbance ,Yes,FORCE,Yes,Bodily Force,Body Weight to Pin,Black,Male,38.0,Tensed,4,Jordan
2018/03/05 00:35:20,Disturbance ,Yes,FORCE,Yes,Bodily Force,Body Weight to Pin,Black,Male,38.0,Tensed,4,Jordan
2018/03/05 02:15:12,Fight ,No,FORCE,Unknown,Chemical Irritant,Crowd Control Mace,Black,Male,0.0,Commission of Crime,1,Downtown West
2018/03/05 02:15:12,Fight ,No,FORCE,Unknown,Chemical Irritant,Crowd Control Mace,Black,Male,0.0,Commission of Crime,1,Downtown West
2018/03/05 23:30:20,Suspicious Person ,No,POSDPA,No,Bodily Force,Body Weight to Pin,Black,Male,42.0,Tensed,1,Downtown West
2018/03/05 23:30:20,Suspicious Person ,No,POSDPA,No,Bodily Force,Body Weight to Pin,Black,Male,42.0,Tensed,1,Downtown West
2018/03/06 11:29:11,Theft ,No,SHOPLF,No,Bodily Force,Body Weight to Pin,Native American,Female,34.0,Tensed,1,Downtown West
2018/03/06 21:45:33,Domestic Abuse-In Progress ,Yes,DASLT5,No,Bodily Force,Body Weight to Pin,Black,Male,49.0,Tensed,1,Elliot Park
2018/03/06 21:45:33,Domestic Abuse-In Progress ,Yes,DASLT5,No,Bodily Force,Punches,Black,Male,49.0,Tensed,1,Elliot Park
2018/03/06 21:45:33,Domestic Abuse-In Progress ,Yes,DASLT5,No,Bodily Force,Body Weight to Pin,Black,Male,49.0,Tensed,1,Elliot Park
2018/03/06 23:00:28,Emotionally Disturb Person ,Yes,CIC,No,Taser,Firing Darts,White,Male,37.0,Tensed,3,Standish
2018/03/07 04:31:06,Traffic Law Enforcement ,No,FLEEFT,Yes,Police K9 Bite,On Lead,White,Male,26.0,Unspecified,5,CARAG
2018/03/07 15:20:49,High Risk Warrant Entry ,Yes,NARC,No,Bodily Force,Kicks,Black,Male,30.0,Verbal Non-Compliance,4,Willard - Hay
2018/03/07 15:24:56,Attempt Pick-Up ,No,OBSTRU,Yes,Bodily Force,Slaps,Black,Male,24.0,Assaulting Police K9,1,Loring Park
2018/03/07 15:24:56,Attempt Pick-Up ,No,OBSTRU,Yes,Bodily Force,Body Weight to Pin,Black,Male,24.0,Assaulting Police K9,1,Loring Park
2018/03/07 15:24:56,Attempt Pick-Up ,No,OBSTRU,Yes,Bodily Force,Push Away,Black,Male,24.0,Assaulting Police K9,1,Loring Park
2018/03/07 15:24:56,Attempt Pick-Up ,No,OBSTRU,Yes,Police K9 Bite,On Lead,Black,Male,24.0,Assaulting Police K9,1,Loring Park
2018/03/07 19:12:05,Suspicious Vehicle ,No,FLEE,Yes,Bodily Force,Body Weight to Pin,Black,Male,33.0,Fled on Foot,1,Cedar Riverside
2018/03/07 19:12:05,Suspicious Vehicle ,No,FLEE,Yes,Bodily Force,Body Weight to Pin,Black,Male,33.0,Fled on Foot,1,Cedar Riverside
2018/03/07 19:12:05,Suspicious Vehicle ,No,FLEE,Yes,Bodily Force,Knees,Black,Male,33.0,Fled on Foot,1,Cedar Riverside
2018/03/07 19:12:05,Suspicious Vehicle ,No,FLEE,Yes,Gun Point Display,Compliance,Black,Male,33.0,Fled on Foot,1,Cedar Riverside
2018/03/08 03:07:50,Assist EMS Personnel ,No,TAXIFR,Unknown,Bodily Force,Body Weight to Pin,White,Male,28.0,Unspecified,5,Whittier
2018/03/08 03:07:50,Assist EMS Personnel ,No,TAXIFR,Unknown,Bodily Force,Push Away,White,Male,28.0,Unspecified,5,Whittier
2018/03/09 02:17:18,Assault in Progress ,Yes,ASLT5,Unknown,Chemical Irritant,Crowd Control Mace,Black,Female,0.0,Verbal Non-Compliance,1,Downtown West
2018/03/09 02:17:18,Assault in Progress ,Yes,ASLT5,Unknown,Chemical Irritant,Crowd Control Mace,Black,Male,31.0,Verbal Non-Compliance,1,Downtown West
2018/03/09 02:17:18,Assault in Progress ,Yes,ASLT5,Unknown,Chemical Irritant,Crowd Control Mace,Black,Male,21.0,Verbal Non-Compliance,1,Downtown West
2018/03/09 22:56:25,Traffic Law Enforcement ,No,NOINS,Unknown,Bodily Force,Body Weight to Pin,Black,Male,20.0,Verbal Non-Compliance,4,Willard - Hay
2018/03/10 00:00:18,Domestic Abuse-In Progress ,Yes,DASLT2,Yes,Bodily Force,Joint Lock,Black,Male,29.0,Tensed,4,Hawthorne
2018/03/10 00:00:18,Domestic Abuse-In Progress ,Yes,DASLT2,Yes,Bodily Force,Joint Lock,Black,Male,29.0,Tensed,4,Hawthorne
2018/03/10 03:54:04,Suspicious Person ,No,FORCE,Unknown,Chemical Irritant,Personal Mace,White,Male,30.0,Verbal Non-Compliance,1,Downtown West
2018/03/10 10:03:19,Domestic ,Yes,VDNCO,Unknown,Bodily Force,Body Weight to Pin,Black,Female,53.0,Assaulted Officer,4,Willard - Hay
2018/03/10 10:03:19,Domestic ,Yes,VDNCO,Unknown,Bodily Force,Body Weight to Pin,Black,Female,53.0,Assaulted Officer,4,Willard - Hay
2018/03/11 01:58:32,Directed Patrol ,No,DISCON,Unknown,Chemical Irritant,Crowd Control Mace,Black,Male,21.0,Verbal Non-Compliance,1,Downtown West
2018/03/11 01:58:32,Directed Patrol ,No,DISCON,Unknown,Chemical Irritant,Crowd Control Mace,Black,Male,21.0,Verbal Non-Compliance,1,Downtown West
2018/03/11 01:58:32,Directed Patrol ,No,DISCON,Unknown,Chemical Irritant,Crowd Control Mace,Black,Male,21.0,Verbal Non-Compliance,1,Downtown West
2018/03/11 03:20:33,Fight ,No,FORCE,Unknown,Chemical Irritant,Crowd Control Mace,,,0.0,Verbal Non-Compliance,1,Downtown West
2018/03/11 03:20:33,Fight ,No,FORCE,Unknown,Chemical Irritant,Crowd Control Mace,,,0.0,Verbal Non-Compliance,1,Downtown West
2018/03/12 19:01:15,Disturbance ,Yes,DISCON,No,Bodily Force,Joint Lock,White,Female,28.0,Tensed,1,Downtown West
2018/03/12 19:01:15,Disturbance ,Yes,DISCON,No,Taser,Red Dot,White,Female,28.0,Tensed,1,Downtown West
2018/03/12 22:35:18,Suspicious Person ,No,NARC,No,Taser,Firing Darts,White,Male,39.0,Fled on Foot,2,Sheridan
2018/03/12 23:23:25,Assault in Progress ,Yes,ASLT5,Yes,Bodily Force,Body Weight to Pin,Native American,Female,31.0,Tensed,5,Lyndale
2018/03/12 23:23:25,Assault in Progress ,Yes,ASLT5,Yes,Bodily Force,Joint Lock,Native American,Female,31.0,Tensed,5,Lyndale
2018/03/13 00:14:37,Unwanted Person ,Yes,HLTWEL,Unknown,Bodily Force,Body Weight to Pin,White,Male,41.0,Unspecified,1,Downtown West
2018/03/15 00:26:53,Unwanted Person ,Yes,DISCON,Yes,Bodily Force,Body Weight to Pin,White,Male,44.0,Tensed,1,Downtown West
2018/03/15 00:26:53,Unwanted Person ,Yes,DISCON,Yes,Bodily Force,Body Weight to Pin,White,Male,44.0,Tensed,1,Downtown West
2018/03/15 00:26:53,Unwanted Person ,Yes,DISCON,Yes,Bodily Force,Body Weight to Pin,White,Male,44.0,Tensed,1,Downtown West
2018/03/15 00:26:53,Unwanted Person ,Yes,DISCON,Yes,Bodily Force,Joint Lock,White,Male,44.0,Tensed,1,Downtown West
2018/03/15 04:19:45,Suspicious Vehicle ,Yes,RECVEH,Yes,Bodily Force,Body Weight to Pin,Black,Male,18.0,Verbal Non-Compliance,4,Lind - Bohanon
2018/03/15 04:19:45,Suspicious Vehicle ,Yes,RECVEH,Yes,Bodily Force,Body Weight to Pin,Black,Male,18.0,Verbal Non-Compliance,4,Lind - Bohanon
2018/03/16 18:26:09,Traffic Law Enforcement ,No,NARC,Unknown,Bodily Force,Body Weight to Pin,White,Male,31.0,Fled on Foot,3,Ventura Village
2018/03/17 01:26:47,Unwanted Person ,No,DISCON,Yes,Bodily Force,Body Weight to Pin,White,Male,26.0,Tensed,5,Lyndale
2018/03/17 01:26:47,Unwanted Person ,No,DISCON,Yes,Bodily Force,Body Weight to Pin,White,Male,26.0,Tensed,5,Lyndale
2018/03/17 20:29:38,Suspicious Person ,No,DOMEN,Yes,Bodily Force,Body Weight to Pin,Black,Male,47.0,Tensed,1,Downtown West
2018/03/17 20:29:38,Suspicious Person ,No,DOMEN,Yes,Bodily Force,Body Weight to Pin,Black,Male,47.0,Tensed,1,Downtown West
2018/03/17 20:29:38,Suspicious Person ,No,DOMEN,Yes,Bodily Force,Body Weight to Pin,Black,Male,47.0,Tensed,1,Downtown West
2018/03/17 20:29:38,Suspicious Person ,No,DOMEN,Yes,Bodily Force,Punches,Black,Male,47.0,Tensed,1,Downtown West
2018/03/17 20:29:38,Suspicious Person ,No,DOMEN,Yes,Bodily Force,Conscious Neck Restraint,Black,Male,47.0,Tensed,1,Downtown West
2018/03/17 20:29:38,Suspicious Person ,No,DOMEN,Yes,Bodily Force,Punches,Black,Male,47.0,Tensed,1,Downtown West
2018/03/17 20:29:38,Suspicious Person ,No,DOMEN,Yes,Bodily Force,Knees,Black,Male,47.0,Tensed,1,Downtown West
2018/03/17 20:29:38,Suspicious Person ,No,DOMEN,Yes,Bodily Force,Body Weight to Pin,Black,Male,47.0,Tensed,1,Downtown West
2018/03/17 20:29:38,Suspicious Person ,No,DOMEN,Yes,Bodily Force,Body Weight to Pin,Black,Male,47.0,Tensed,1,Downtown West
2018/03/18 02:17:43,Unwanted Person ,No,FORCE,Unknown,Chemical Irritant,Personal Mace,Black,Female,23.0,Commission of Crime,4,Hawthorne
2018/03/18 02:17:43,Unwanted Person ,No,FORCE,Unknown,Chemical Irritant,Personal Mace,Black,Male,23.0,Commission of Crime,4,Hawthorne
2018/03/18 02:18:36,Fight ,No,FORCE,Unknown,Chemical Irritant,Personal Mace,,,0.0,Commission of Crime,2,Marcy Holmes
2018/03/18 02:26:56,Unwanted Person ,Yes,ASLT5,No,Bodily Force,Body Weight to Pin,White,Male,26.0,Tensed,1,Downtown West
2018/03/18 02:26:56,Unwanted Person ,Yes,ASLT5,No,Bodily Force,Knees,White,Male,26.0,Tensed,1,Downtown West
2018/03/18 02:26:56,Unwanted Person ,Yes,ASLT5,No,Bodily Force,Body Weight to Pin,White,Male,26.0,Tensed,1,Downtown West
2018/03/18 02:26:56,Unwanted Person ,Yes,ASLT5,No,Bodily Force,Knees,White,Male,26.0,Tensed,1,Downtown West
2018/03/18 02:52:54,Miscellaneous ,No,DISCON,Unknown,Chemical Irritant,Crowd Control Mace,Black,Male,21.0,Unspecified,1,Downtown West
2018/03/18 17:13:28,Suspicious Person ,No,ASLT4,Yes,Bodily Force,Knees,Black,Male,24.0,Assaulted Officer,4,Harrison
2018/03/18 17:13:28,Suspicious Person ,No,ASLT4,Yes,Bodily Force,Unconscious Neck Restraint,Black,Male,24.0,Assaulted Officer,4,Harrison
2018/03/18 17:13:28,Suspicious Person ,No,ASLT4,Yes,Taser,Firing Darts,Black,Male,24.0,Assaulted Officer,4,Harrison
2018/03/18 17:13:28,Suspicious Person ,No,ASLT4,Yes,Bodily Force,Joint Lock,Black,Male,24.0,Assaulted Officer,4,Harrison
2018/03/18 17:13:28,Suspicious Person ,No,ASLT4,Yes,Bodily Force,Body Weight to Pin,Black,Male,24.0,Assaulted Officer,4,Harrison
2018/03/18 17:13:28,Suspicious Person ,No,ASLT4,Yes,Bodily Force,Body Weight to Pin,Black,Male,24.0,Assaulted Officer,4,Harrison
2018/03/18 17:13:28,Suspicious Person ,No,ASLT4,Yes,Bodily Force,Body Weight to Pin,Black,Male,24.0,Assaulted Officer,4,Harrison
2018/03/18 17:13:28,Suspicious Person ,No,ASLT4,Yes,Bodily Force,Punches,Black,Male,24.0,Assaulted Officer,4,Harrison
2018/03/18 22:02:04,Damage Property-In Progress,Yes,OBSTRU,No,Bodily Force,Knees,Black,Male,26.0,Tensed,1,Loring Park
2018/03/18 22:02:04,Damage Property-In Progress,Yes,OBSTRU,No,Bodily Force,Body Weight to Pin,Black,Male,26.0,Tensed,1,Loring Park
2018/03/19 02:00:29,Directed Patrol ,No,DISCON,Unknown,Chemical Irritant,Crowd Control Mace,Black,Female,23.0,commission of crime,1,Downtown West
2018/03/19 02:00:29,Directed Patrol ,No,DISCON,Unknown,Chemical Irritant,Crowd Control Mace,Black,Female,23.0,commission of crime,1,Downtown West
2018/03/19 02:00:29,Directed Patrol ,No,DISCON,Unknown,Chemical Irritant,Crowd Control Mace,Black,Female,31.0,Commission of Crime,1,Downtown West
2018/03/19 02:00:29,Directed Patrol ,No,DISCON,Unknown,Chemical Irritant,Crowd Control Mace,Black,Female,31.0,Commission of Crime,1,Downtown West
2018/03/19 02:09:47,Suspicious Person ,No,FLEEFT,Unknown,Chemical Irritant,Personal Mace,Other / Mixed Race,Male,21.0,Verbal Non-Compliance,1,Downtown West
2018/03/19 05:42:16,Unwanted Person ,Yes,ASLT4,Yes,Bodily Force,Punches,Black,Female,22.0,Assaulted Officer,4,Near - North
2018/03/19 15:24:26,Disturbance ,No,ASLT5,Unknown,Chemical Irritant,Crowd Control Mace,Black,Male,14.0,Unspecified,4,Webber - Camden
2018/03/21 09:15:45,Robbery of Person ,Yes,ROBPAG,Yes,Gun Point Display,Compliance,Black,Male,38.0,Fled on Foot,4,Jordan
2018/03/21 09:15:45,Robbery of Person ,Yes,ROBPAG,Yes,Less Lethal Projectile,Bean Bag Round,Black,Male,38.0,Fled on Foot,4,Jordan
2018/03/21 09:15:45,Robbery of Person ,Yes,ROBPAG,Yes,Less Lethal Projectile,Bean Bag Round,Black,Male,38.0,Fled on Foot,4,Jordan
2018/03/22 02:57:41,Disturbance ,Yes,DASTR,Unknown,Bodily Force,Joint Lock,White,Male,23.0,Tensed,5,Lowry Hill East
2018/03/22 02:57:41,Disturbance ,Yes,DASTR,Unknown,Bodily Force,Body Weight to Pin,White,Male,23.0,Tensed,5,Lowry Hill East
2018/03/22 02:57:41,Disturbance ,Yes,DASTR,Unknown,Bodily Force,Body Weight to Pin,White,Male,23.0,Tensed,5,Lowry Hill East
2018/03/22 02:57:41,Disturbance ,Yes,DASTR,Unknown,Bodily Force,Body Weight to Pin,White,Male,23.0,Tensed,5,Lowry Hill East
2018/03/22 02:57:41,Disturbance ,Yes,DASTR,Unknown,Bodily Force,Body Weight to Pin,White,Male,23.0,Tensed,5,Lowry Hill East
2018/03/23 13:01:39,Narcotics ,Yes,NARC,Yes,Gun Point Display,Compliance,Native American,Male,42.0,Fled on Foot,3,Ventura Village
2018/03/23 13:01:39,Narcotics ,Yes,NARC,Yes,Bodily Force,Body Weight to Pin,Native American,Male,42.0,Fled on Foot,3,Ventura Village
2018/03/23 13:01:39,Narcotics ,Yes,NARC,Yes,Bodily Force,Push Away,Native American,Male,42.0,Fled on Foot,3,Ventura Village
2018/03/23 18:04:05,Emotionally Disturb Person ,Yes,WEAP,Unknown,Bodily Force,Body Weight to Pin,Black,Male,29.0,Unspecified,5,Lowry Hill
2018/03/23 18:04:05,Emotionally Disturb Person ,Yes,WEAP,Unknown,Gun Point Display,Compliance,Black,Male,29.0,Unspecified,5,Lowry Hill
2018/03/23 20:30:16,Robbery of Biz In Progress ,Yes,ROBBIZ,Yes,Bodily Force,Body Weight to Pin,Black,Male,33.0,Unspecified,4,Harrison
2018/03/23 20:30:16,Robbery of Biz In Progress ,Yes,ROBBIZ,Yes,Bodily Force,Punches,Black,Male,31.0,Unspecified,4,Harrison
2018/03/23 20:30:16,Robbery of Biz In Progress ,Yes,ROBBIZ,Yes,Bodily Force,Punches,Black,Male,33.0,Unspecified,4,Harrison
2018/03/23 20:30:16,Robbery of Biz In Progress ,Yes,ROBBIZ,Yes,Bodily Force,Knees,Black,Male,33.0,Unspecified,4,Harrison
2018/03/23 21:19:39,Suspicious Person ,Yes,CIC,Unknown,Bodily Force,Joint Lock,White,Male,42.0,Tensed,5,Lowry Hill East
2018/03/23 21:19:39,Suspicious Person ,Yes,CIC,Unknown,Bodily Force,Body Weight to Pin,White,Male,42.0,Tensed,5,Lowry Hill East
2018/03/23 21:19:39,Suspicious Person ,Yes,CIC,Unknown,Bodily Force,Body Weight to Pin,White,Male,42.0,Tensed,5,Lowry Hill East
2018/03/24 02:19:45,Suspicious Vehicle ,No,OBSTRU,No,Bodily Force,Knees,Black,Male,23.0,Commission of Crime,1,North Loop
2018/03/24 02:19:45,Suspicious Vehicle ,No,OBSTRU,No,Bodily Force,Body Weight to Pin,Black,Male,23.0,Commission of Crime,1,North Loop
2018/03/24 02:19:45,Suspicious Vehicle ,No,OBSTRU,No,Taser,Firing Darts,Black,Male,23.0,Commission of Crime,1,North Loop
2018/03/24 02:19:45,Suspicious Vehicle ,No,OBSTRU,No,Bodily Force,Joint Lock,Black,Female,20.0,Verbal Non-Compliance,1,North Loop
2018/03/24 02:19:45,Suspicious Vehicle ,No,OBSTRU,No,Bodily Force,Punches,Black,Male,23.0,Commission of Crime,1,North Loop
2018/03/24 02:19:45,Suspicious Vehicle ,No,OBSTRU,No,Bodily Force,Punches,Black,Male,23.0,Commission of Crime,1,North Loop
2018/03/24 02:19:45,Suspicious Vehicle ,No,OBSTRU,No,Bodily Force,Conscious Neck Restraint,Black,Female,20.0,Verbal Non-Compliance,1,North Loop
2018/03/24 02:19:45,Suspicious Vehicle ,No,OBSTRU,No,Bodily Force,Body Weight to Pin,Black,Female,20.0,Verbal Non-Compliance,1,North Loop
2018/03/24 02:19:45,Suspicious Vehicle ,No,OBSTRU,No,Bodily Force,Knees,Black,Male,23.0,Commission of Crime,1,North Loop
2018/03/25 01:31:17,Suspicious Person ,No,DISCON,Unknown,Chemical Irritant,Crowd Control Mace,Black,Male,25.0,Tensed,1,Downtown West
2018/03/25 02:02:35,Miscellaneous ,No,FORCE,Unknown,Chemical Irritant,Personal Mace,White,Male,21.0,Commission of Crime,2,University of Minnesota
2018/03/25 02:42:32,Domestic Abuse-In Progress ,Yes,DASLT5,No,Bodily Force,Joint Lock,Black,Male,41.0,Tensed,4,Folwell
2018/03/25 02:42:32,Domestic Abuse-In Progress ,Yes,DASLT5,No,Bodily Force,Push Away,Black,Male,41.0,Tensed,4,Folwell
2018/03/25 02:42:32,Domestic Abuse-In Progress ,Yes,DASLT5,No,Bodily Force,Body Weight to Pin,Black,Male,41.0,Tensed,4,Folwell
2018/03/25 02:42:32,Domestic Abuse-In Progress ,Yes,DASLT5,No,Gun Point Display,Compliance,Black,Male,41.0,Tensed,4,Folwell
2018/03/25 02:52:57,Fight ,Yes,DISCON,No,Chemical Irritant,Chemical Munitions,Black,Female,27.0,Commission of Crime,5,East Isles
2018/03/25 02:52:57,Fight ,Yes,DISCON,No,Taser,Firing Darts,Black,Female,21.0,Commission of Crime,5,East Isles
2018/03/25 02:52:57,Fight ,Yes,DISCON,No,Chemical Irritant,Personal Mace,Black,Female,27.0,Commission of Crime,5,East Isles
2018/03/25 02:52:57,Fight ,Yes,DISCON,No,Chemical Irritant,Personal Mace,Black,Female,21.0,Commission of Crime,5,East Isles
2018/03/25 02:52:57,Fight ,Yes,DISCON,No,Bodily Force,Body Weight to Pin,Black,Female,27.0,Commission of Crime,5,East Isles
2018/03/26 02:08:53,Disturbance ,No,FORCE,Unknown,Chemical Irritant,Personal Mace,Other / Mixed Race,Male,0.0,Verbal Non-Compliance,1,Downtown West
2018/03/26 17:47:57,Traffic Law Enforcement ,No,DWI,Yes,Bodily Force,Body Weight to Pin,White,Male,55.0,Tensed,3,Ventura Village
2018/03/26 17:47:57,Traffic Law Enforcement ,No,DWI,Yes,Bodily Force,Body Weight to Pin,White,Male,55.0,Tensed,3,Ventura Village
2018/03/27 00:07:15,Suspicious Vehicle ,No,NARC,Unknown,Bodily Force,Body Weight to Pin,White,Male,40.0,Tensed,3,Midtown Phillips
2018/03/27 00:07:15,Suspicious Vehicle ,No,NARC,Unknown,Bodily Force,Joint Lock,White,Male,40.0,Tensed,3,Midtown Phillips
2018/03/28 23:02:58,Stabbing ,Yes,DAS,Yes,Bodily Force,Body Weight to Pin,,Male,31.0,Tensed,4,Lind - Bohanon
2018/03/28 23:02:58,Stabbing ,Yes,DAS,Yes,Bodily Force,Body Weight to Pin,,Male,31.0,Tensed,4,Lind - Bohanon
2018/03/28 23:29:49,Traffic Law Enforcement ,No,FLEE,Yes,Bodily Force,Body Weight to Pin,Black,Male,24.0,Fled on Foot,4,Jordan
2018/03/29 08:46:04,Suspicious Person ,No,POSDPA,Yes,Bodily Force,Body Weight to Pin,Black,Male,22.0,Fled on Foot,1,Downtown West
2018/03/29 23:45:31,Assault in Progress ,Yes,ASLT2,Yes,Bodily Force,Body Weight to Pin,Asian,Male,25.0,Fled on Foot,1,Downtown West
2018/03/29 23:45:31,Assault in Progress ,Yes,ASLT2,Yes,Bodily Force,Slaps,Asian,Male,25.0,Fled on Foot,1,Downtown West
2018/03/29 23:45:31,Assault in Progress ,Yes,ASLT2,Yes,Bodily Force,Push Away,Asian,Male,25.0,Fled on Foot,1,Downtown West
2018/03/29 23:45:31,Assault in Progress ,Yes,ASLT2,Yes,Bodily Force,Body Weight to Pin,Asian,Male,25.0,Fled on Foot,1,Downtown West
2018/03/29 23:45:31,Assault in Progress ,Yes,ASLT2,Yes,Bodily Force,Body Weight to Pin,Asian,Male,24.0,Assaulted Officer,1,Downtown West
2018/03/29 23:45:31,Assault in Progress ,Yes,ASLT2,Yes,Bodily Force,Body Weight to Pin,Asian,Male,24.0,Assaulted Officer,1,Downtown West
2018/03/29 23:45:31,Assault in Progress ,Yes,ASLT2,Yes,Bodily Force,Punches,Asian,Male,24.0,Assaulted Officer,1,Downtown West
2018/03/29 23:45:31,Assault in Progress ,Yes,ASLT2,Yes,Bodily Force,Punches,Asian,Male,24.0,Assaulted Officer,1,Downtown West
2018/03/29 23:45:31,Assault in Progress ,Yes,ASLT2,Yes,Bodily Force,Push Away,Asian,Male,24.0,Assaulted Officer,1,Downtown West
2018/03/29 23:45:31,Assault in Progress ,Yes,ASLT2,Yes,Bodily Force,Push Away,Asian,Male,24.0,Assaulted Officer,1,Downtown West
2018/03/29 23:45:31,Assault in Progress ,Yes,ASLT2,Yes,Bodily Force,Push Away,Asian,Male,25.0,Fled on Foot,1,Downtown West
2018/03/29 23:45:31,Assault in Progress ,Yes,ASLT2,Yes,Bodily Force,Kicks,Asian,Male,24.0,Assaulted Officer,1,Downtown West
2018/03/30 00:06:56,Suspicious Vehicle ,No,SQUADA,No,Gun Point Display,Compliance,Black,Male,49.0,Fled in Vehicle,3,East Phillips
2018/03/30 00:06:56,Suspicious Vehicle ,No,SQUADA,No,Improvised Weapon,Other (specify),Black,Male,49.0,Fled in Vehicle,3,East Phillips
2018/03/30 14:09:35,Assist Fire Personnel ,Yes,OBSTRU,Yes,Bodily Force,Joint Lock,,Male,28.0,Tensed,4,Webber - Camden
2018/03/30 14:09:35,Assist Fire Personnel ,Yes,OBSTRU,Yes,Bodily Force,Body Weight to Pin,,Male,28.0,Tensed,4,Webber - Camden
2018/03/30 14:09:35,Assist Fire Personnel ,Yes,OBSTRU,Yes,Bodily Force,Body Weight to Pin,,Male,28.0,Tensed,4,Webber - Camden
2018/03/30 14:09:35,Assist Fire Personnel ,Yes,OBSTRU,Yes,Taser,Touch,,Male,28.0,Tensed,4,Webber - Camden
2018/03/30 14:09:35,Assist Fire Personnel ,Yes,OBSTRU,Yes,Bodily Force,Body Weight to Pin,,Male,28.0,Tensed,4,Webber - Camden
2018/03/30 14:09:35,Assist Fire Personnel ,Yes,OBSTRU,Yes,Bodily Force,Body Weight to Pin,,Male,28.0,Tensed,4,Webber - Camden
2018/03/30 14:09:35,Assist Fire Personnel ,Yes,OBSTRU,Yes,Taser,Red Dot,,Male,28.0,Tensed,4,Webber - Camden
2018/03/30 14:09:35,Assist Fire Personnel ,Yes,OBSTRU,Yes,Taser,Firing Darts,,Male,28.0,Tensed,4,Webber - Camden
2018/03/30 18:19:21,Emotionally Disturb Person ,Yes,CIC,No,Bodily Force,Body Weight to Pin,,Male,31.0,Tensed,4,McKinley
